meter_id,household_id,timestamp,units_consumed
M026,H026,2026-04-21 18:00:00,0.982
M001,H001,2026-04-12 15:00:00,0.272
M032,H032,2026-04-08 01:00:00,0.128
M003,H003,2026-04-30 12:00:00,0.239
M010,H010,2026-04-10 15:00:00,0.258
M030,H030,2026-04-22 05:00:00,0.089
M009,H009,2026-04-19 03:00:00,0.207
M020,H020,2026-04-18 16:00:00,0.279
M033,H033,2026-04-09 23:00:00,0.194
M023,H023,2026-04-06 05:00:00,0.346
M026,H026,2026-04-04 17:00:00,0.862
M010,H010,2026-04-23 00:00:00,0.156
M030,H030,2026-04-04 08:00:00,0.256
M015,H015,2026-04-29 09:00:00,0.532
M018,H018,2026-04-24 20:00:00,1.164
M016,H016,2026-04-14 04:00:00,0.022
M029,H029,2026-04-08 15:00:00,0.261
M018,H018,2026-04-19 20:00:00,1.265
M004,H004,2026-04-01 04:00:00,0.101
M009,H009,2026-04-15 10:00:00,0.444
M020,H020,2026-04-14 08:00:00,0.359
M008,H008,2026-04-05 20:00:00,0.331
M034,H034,2026-04-07 19:00:00,1.337
M021,H021,2026-04-21 09:00:00,0.261
M030,H030,2026-04-12 22:00:00,0.238
M022,H022,2026-04-30 11:00:00,0.273
M013,H013,2026-04-23 18:00:00,0.294
M015,H015,2026-04-16 11:00:00,0.395
M008,H008,2026-04-17 19:00:00,0.29
M009,H009,2026-04-16 08:00:00,0.847
M016,H016,2026-04-29 13:00:00,0.042
M030,H030,2026-04-07 12:00:00,0.185
M027,H027,2026-04-30 13:00:00,0.222
M031,H031,2026-04-27 03:00:00,0.104
M011,H011,2026-04-16 05:00:00,0.234
M009,H009,2026-04-08 02:00:00,0.195
M026,H026,2026-04-25 20:00:00,1.718
M039,H039,2026-04-10 14:00:00,0.4
M032,H032,2026-04-15 13:00:00,0.293
M019,H019,2026-04-05 11:00:00,0.404
M031,H031,2026-04-23 19:00:00,0.811
M018,H018,2026-04-12 01:00:00,0.222
M026,H026,2026-04-04 07:00:00,0.982
M033,H033,2026-04-17 03:00:00,0.07
M005,H005,2026-04-30 15:00:00,0.145
M022,H022,2026-04-29 18:00:00,0.573
M028,H028,2026-04-25 20:00:00,1.115
M006,H006,2026-04-02 21:00:00,0.624
M029,H029,2026-04-06 03:00:00,0.12
M005,H005,2026-04-27 08:00:00,0.185
M028,H028,2026-04-30 22:00:00,0.363
M032,H032,2026-04-01 00:00:00,0.136
M029,H029,2026-04-08 22:00:00,0.518
M028,H028,2026-04-26 23:00:00,0.371
M010,H010,2026-04-29 21:00:00,0.663
M016,H016,2026-04-10 19:00:00,0.137
M013,H013,2026-04-17 13:00:00,0.175
M031,H031,2026-04-09 08:00:00,0.399
M032,H032,2026-04-15 16:00:00,0.193
M033,H033,2026-04-10 08:00:00,0.342
M006,H006,2026-04-09 21:00:00,0.736
M018,H018,2026-04-28 10:00:00,-0.407
M006,H006,2026-04-30 03:00:00,0.114
M036,H036,2026-04-17 19:00:00,0.391
M020,H020,2026-04-06 20:00:00,0.798
M003,H003,2026-04-07 18:00:00,0.528
M011,H011,2026-04-07 15:00:00,0.383
M030,H030,2026-04-24 09:00:00,0.129
M017,H017,2026-04-05 22:00:00,0.281
M001,H001,2026-04-25 12:00:00,0.325
M003,H003,2026-04-12 11:00:00,0.243
M039,H039,2026-04-11 03:00:00,0.18
M010,H010,2026-04-24 20:00:00,0.863
M012,H012,2026-04-04 06:00:00,0.353
M014,H014,2026-04-13 23:00:00,0.332
M030,H030,2026-04-15 02:00:00,0.065
M029,H029,2026-04-27 10:00:00,0.238
M003,H003,2026-04-27 20:00:00,0.702
M026,H026,2026-04-22 14:00:00,0.415
M006,H006,2026-04-25 00:00:00,0.211
M027,H027,2026-04-20 06:00:00,0.323
M022,H022,2026-04-09 06:00:00,0.316
M002,H002,2026-04-29 00:00:00,0.199
M026,H026,2026-04-18 05:00:00,0.423
M013,H013,2026-04-30 09:00:00,0.147
M023,H023,2026-04-03 18:00:00,1.133
M009,H009,2026-04-30 06:00:00,0.62
M027,H027,2026-04-11 16:00:00,0.325
M006,H006,2026-04-12 20:00:00,0.915
M017,H017,2026-04-26 10:00:00,0.14
M024,H024,2026-04-19 23:00:00,0.354
M006,H006,2026-04-24 03:00:00,0.109
M035,H035,2026-04-13 20:00:00,1.44
M038,H038,2026-04-28 01:00:00,0.145
M001,H001,2026-04-16 03:00:00,0.08
M034,H034,2026-04-26 04:00:00,0.213
M028,H028,2026-04-19 14:00:00,0.358
M010,H010,2026-04-17 18:00:00,0.653
M007,H007,2026-04-12 16:00:00,0.219
M007,H007,2026-04-05 01:00:00,0.087
M003,H003,2026-04-08 11:00:00,0.189
M002,H002,2026-04-16 16:00:00,0.506
M038,H038,2026-04-07 07:00:00,0.635
M011,H011,2026-04-07 04:00:00,0.188
M036,H036,2026-04-26 06:00:00,0.265
M014,H014,2026-04-13 02:00:00,0.199
M004,H004,2026-04-02 12:00:00,0.22
M032,H032,2026-04-25 05:00:00,0.185
M030,H030,2026-04-03 10:00:00,0.149
M025,H025,2026-04-13 17:00:00,0.72
M015,H015,2026-04-16 21:00:00,1.068
M024,H024,2026-04-16 16:00:00,0.455
M036,H036,2026-04-12 21:00:00,0.589
M037,H037,2026-04-02 00:00:00,0.049
M004,H004,2026-04-17 19:00:00,0.631
M019,H019,2026-04-25 15:00:00,0.514
M023,H023,2026-04-01 06:00:00,0.518
M014,H014,2026-04-28 02:00:00,0.184
M018,H018,2026-04-29 19:00:00,1.078
M018,H018,2026-04-02 08:00:00,0.52
M028,H028,2026-04-28 22:00:00,0.562
M032,H032,2026-04-23 04:00:00,0.156
M016,H016,2026-04-12 20:00:00,0.149
M037,H037,2026-04-25 23:00:00,0.084
M002,H002,2026-04-18 02:00:00,0.145
M037,H037,2026-04-16 04:00:00,0.037
M001,H001,2026-04-22 14:00:00,0.254
M040,H040,2026-04-12 12:00:00,0.153
M003,H003,2026-04-12 13:00:00,0.269
M037,H037,2026-04-21 04:00:00,0.043
M035,H035,2026-04-26 20:00:00,1.075
M008,H008,2026-04-20 09:00:00,0.111
M003,H003,2026-04-16 19:00:00,0.565
M038,H038,2026-04-16 18:00:00,0.865
M005,H005,2026-04-27 12:00:00,0.158
M002,H002,2026-04-13 11:00:00,0.381
M003,H003,2026-04-08 01:00:00,0.099
M039,H039,2026-04-23 23:00:00,0.377
M024,H024,2026-04-08 04:00:00,0.117
M005,H005,2026-04-20 06:00:00,0.21
M013,H013,2026-04-08 03:00:00,0.061
M015,H015,2026-04-13 04:00:00,0.183
M009,H009,2026-04-28 15:00:00,0.47
M006,H006,2026-04-07 06:00:00,0.395
M004,H004,2026-04-28 02:00:00,0.069
M016,H016,2026-04-13 09:00:00,0.057
M009,H009,2026-04-07 09:00:00,0.54
M016,H016,2026-04-23 00:00:00,0.025
M029,H029,2026-04-03 00:00:00,0.123
M014,H014,2026-04-15 00:00:00,0.237
M028,H028,2026-04-28 02:00:00,0.128
M011,H011,2026-04-11 22:00:00,0.825
M039,H039,2026-04-07 08:00:00,0.656
M033,H033,2026-04-02 08:00:00,0.288
M014,H014,2026-04-28 03:00:00,0.163
M030,H030,2026-04-24 06:00:00,0.228
M033,H033,2026-04-15 10:00:00,0.207
M003,H003,2026-04-22 03:00:00,0.074
M023,H023,2026-04-08 22:00:00,0.889
M008,H008,2026-04-02 19:00:00,0.284
M025,H025,2026-04-18 04:00:00,0.232
M026,H026,2026-04-16 19:00:00,1.06
M038,H038,2026-04-12 15:00:00,0.422
M017,H017,2026-04-26 21:00:00,0.379
M010,H010,2026-04-11 02:00:00,0.116
M001,H001,2026-04-14 18:00:00,0.596
M017,H017,2026-04-28 14:00:00,0.134
M017,H017,2026-04-03 21:00:00,0.487
M023,H023,2026-04-19 23:00:00,0.462
M011,H011,2026-04-08 13:00:00,0.385
M024,H024,2026-04-28 08:00:00,0.544
M038,H038,2026-04-07 15:00:00,0.334
M032,H032,2026-04-12 20:00:00,0.956
M004,H004,2026-04-21 13:00:00,0.203
M011,H011,2026-04-04 04:00:00,0.256
M006,H006,2026-04-09 02:00:00,0.096
M024,H024,2026-04-13 01:00:00,0.221
M035,H035,2026-04-04 06:00:00,0.774
M013,H013,2026-04-19 09:00:00,0.167
M015,H015,2026-04-06 04:00:00,0.265
M005,H005,2026-04-27 17:00:00,0.201
M036,H036,2026-04-09 13:00:00,0.173
M029,H029,2026-04-04 04:00:00,0.16
M004,H004,2026-04-04 23:00:00,0.185
M035,H035,2026-04-07 22:00:00,0.837
M023,H023,2026-04-18 16:00:00,0.694
M028,H028,2026-04-10 00:00:00,0.165
M023,H023,2026-04-06 12:00:00,0.542
M023,H023,2026-04-02 01:00:00,0.262
M006,H006,2026-04-30 01:00:00,0.134
M022,H022,2026-04-06 12:00:00,0.328
M035,H035,2026-04-14 22:00:00,
M015,H015,2026-04-17 23:00:00,0.497
M033,H033,2026-04-03 01:00:00,0.106
M035,H035,2026-04-07 14:00:00,0.414
M010,H010,2026-04-07 17:00:00,0.421
M038,H038,2026-04-05 06:00:00,0.461
M015,H015,2026-04-13 21:00:00,1.245
M032,H032,2026-04-01 15:00:00,0.205
M008,H008,2026-04-01 11:00:00,0.106
M024,H024,2026-04-25 04:00:00,0.233
M002,H002,2026-04-22 07:00:00,
M004,H004,2026-04-28 12:00:00,0.183
M010,H010,2026-04-08 19:00:00,0.832
M003,H003,2026-04-12 01:00:00,0.147
M007,H007,2026-04-12 15:00:00,0.206
M005,H005,2026-04-20 13:00:00,0.133
M030,H030,2026-04-28 10:00:00,0.134
M029,H029,2026-04-10 07:00:00,0.47
M031,H031,2026-04-01 14:00:00,0.235
M005,H005,2026-04-15 13:00:00,0.124
M006,H006,2026-04-07 03:00:00,0.129
M027,H027,2026-04-02 17:00:00,0.338
M013,H013,2026-04-12 04:00:00,0.068
M002,H002,2026-04-05 23:00:00,0.391
M019,H019,2026-04-17 01:00:00,0.177
M023,H023,2026-04-19 04:00:00,0.257
M031,H031,2026-04-20 05:00:00,0.193
M004,H004,2026-04-11 18:00:00,0.509
M006,H006,2026-04-01 08:00:00,0.511
M027,H027,2026-04-05 21:00:00,0.744
M034,H034,2026-04-11 16:00:00,0.486
M028,H028,2026-04-08 03:00:00,0.146
M013,H013,2026-04-22 21:00:00,0.343
M033,H033,2026-04-04 19:00:00,0.654
M028,H028,2026-04-08 17:00:00,0.537
M011,H011,2026-04-18 10:00:00,0.395
M030,H030,2026-04-23 17:00:00,0.225
M018,H018,2026-04-25 01:00:00,0.221
M020,H020,2026-04-09 21:00:00,0.547
M032,H032,2026-04-04 11:00:00,0.313
M014,H014,2026-04-05 15:00:00,0.419
M005,H005,2026-04-17 00:00:00,0.071
M031,H031,2026-04-01 11:00:00,0.238
M010,H010,2026-04-23 17:00:00,0.511
M036,H036,2026-04-16 18:00:00,0.325
M023,H023,2026-04-23 17:00:00,0.566
M011,H011,2026-04-29 09:00:00,0.468
M022,H022,2026-04-13 01:00:00,
M033,H033,2026-04-03 10:00:00,0.179
M035,H035,2026-04-25 17:00:00,0.809
M027,H027,2026-04-05 14:00:00,0.257
M023,H023,2026-04-18 04:00:00,0.262
M019,H019,2026-04-04 18:00:00,0.717
M023,H023,2026-04-24 05:00:00,0.38
M010,H010,2026-04-13 11:00:00,0.321
M012,H012,2026-04-29 06:00:00,0.297
M036,H036,2026-04-11 14:00:00,0.185
M036,H036,2026-04-09 02:00:00,0.059
M009,H009,2026-04-22 14:00:00,0.512
M012,H012,2026-04-05 20:00:00,0.707
M039,H039,2026-04-25 02:00:00,0.18
M035,H035,2026-04-30 16:00:00,0.471
M036,H036,2026-04-02 00:00:00,0.084
M040,H040,2026-04-28 00:00:00,0.078
M017,H017,2026-04-21 02:00:00,0.043
M007,H007,2026-04-27 14:00:00,0.156
M014,H014,2026-04-22 17:00:00,0.685
M030,H030,2026-04-22 07:00:00,0.272
M040,H040,2026-04-07 21:00:00,0.23
M012,H012,2026-04-15 19:00:00,0.562
M007,H007,2026-04-03 10:00:00,0.138
M028,H028,2026-04-25 21:00:00,1.061
M027,H027,2026-04-03 04:00:00,0.103
M007,H007,2026-04-23 02:00:00,0.056
M015,H015,2026-04-25 01:00:00,0.31
M031,H031,2026-04-21 11:00:00,0.246
M018,H018,2026-04-16 05:00:00,0.34
M016,H016,2026-04-09 00:00:00,0.02
M038,H038,2026-04-13 20:00:00,1.115
M031,H031,2026-04-18 11:00:00,0.286
M019,H019,2026-04-09 20:00:00,0.965
M028,H028,2026-04-18 03:00:00,0.143
M038,H038,2026-04-09 08:00:00,0.539
M001,H001,2026-04-25 08:00:00,0.458
M020,H020,2026-04-19 12:00:00,0.333
M001,H001,2026-04-17 19:00:00,0.611
M039,H039,2026-04-02 13:00:00,-0.536
M018,H018,2026-04-16 04:00:00,0.2
M013,H013,2026-04-23 02:00:00,0.044
M034,H034,2026-04-01 21:00:00,0.949
M028,H028,2026-04-16 02:00:00,0.143
M017,H017,2026-04-19 02:00:00,0.061
M003,H003,2026-04-19 11:00:00,0.242
M005,H005,2026-04-12 19:00:00,0.435
M026,H026,2026-04-24 21:00:00,1.251
M017,H017,2026-04-07 08:00:00,0.243
M025,H025,2026-04-13 18:00:00,1.089
M012,H012,2026-04-26 22:00:00,0.418
M022,H022,2026-04-07 09:00:00,0.28
M002,H002,2026-04-20 03:00:00,0.149
M021,H021,2026-04-29 22:00:00,0.384
M013,H013,2026-04-24 17:00:00,0.189
M012,H012,2026-04-06 10:00:00,0.218
M023,H023,2026-04-29 17:00:00,0.675
M017,H017,2026-04-23 17:00:00,0.227
M023,H023,2026-04-26 09:00:00,0.604
M035,H035,2026-04-25 12:00:00,0.626
M023,H023,2026-04-19 03:00:00,0.14
M002,H002,2026-04-19 10:00:00,0.395
M016,H016,2026-04-14 11:00:00,0.038
M036,H036,2026-04-18 13:00:00,0.217
M035,H035,2026-04-05 08:00:00,0.685
M006,H006,2026-04-21 16:00:00,0.373
M030,H030,2026-04-10 07:00:00,0.271
M019,H019,2026-04-02 00:00:00,0.214
M006,H006,2026-04-17 19:00:00,1.036
M002,H002,2026-04-14 19:00:00,0.967
M037,H037,2026-04-20 04:00:00,0.047
M023,H023,2026-04-27 03:00:00,0.187
M022,H022,2026-04-01 23:00:00,0.313
M008,H008,2026-04-08 14:00:00,0.121
M039,H039,2026-04-26 08:00:00,1.0
M039,H039,2026-04-14 01:00:00,0.199
M008,H008,2026-04-07 17:00:00,0.157
M037,H037,2026-04-07 07:00:00,0.157
M007,H007,2026-04-14 17:00:00,0.227
M010,H010,2026-04-06 09:00:00,0.3
M002,H002,2026-04-08 10:00:00,0.375
M017,H017,2026-04-20 14:00:00,0.123
M012,H012,2026-04-02 00:00:00,0.123
M035,H035,2026-04-03 04:00:00,0.188
M027,H027,2026-04-13 08:00:00,0.303
M021,H021,2026-04-02 17:00:00,0.377
M033,H033,2026-04-26 02:00:00,0.089
M033,H033,2026-04-07 05:00:00,0.139
M007,H007,2026-04-24 06:00:00,0.217
M012,H012,2026-04-13 13:00:00,0.231
M037,H037,2026-04-09 15:00:00,0.085
M004,H004,2026-04-01 03:00:00,0.081
M039,H039,2026-04-01 20:00:00,1.233
M017,H017,2026-04-16 05:00:00,0.113
M009,H009,2026-04-30 13:00:00,0.646
M029,H029,2026-04-22 22:00:00,0.38
M005,H005,2026-04-08 00:00:00,0.083
M036,H036,2026-04-29 02:00:00,0.063
M027,H027,2026-04-12 05:00:00,0.208
M034,H034,2026-04-20 21:00:00,0.975
M001,H001,2026-04-20 18:00:00,0.542
M037,H037,2026-04-10 11:00:00,0.088
M003,H003,2026-04-02 17:00:00,0.356
M011,H011,2026-04-11 19:00:00,1.133
M021,H021,2026-04-04 16:00:00,0.269
M039,H039,2026-04-21 08:00:00,0.709
M004,H004,2026-04-11 06:00:00,0.312
M007,H007,2026-04-24 11:00:00,0.141
M016,H016,2026-04-19 20:00:00,0.153
M040,H040,2026-04-07 17:00:00,0.192
M024,H024,2026-04-12 13:00:00,0.523
M013,H013,2026-04-22 08:00:00,0.174
M019,H019,2026-04-01 14:00:00,
M025,H025,2026-04-04 20:00:00,1.512
M012,H012,2026-04-24 17:00:00,0.261
M038,H038,2026-04-26 04:00:00,0.179
M009,H009,2026-04-26 11:00:00,0.661
M019,H019,2026-04-27 08:00:00,0.513
M012,H012,2026-04-10 00:00:00,0.109
M016,H016,2026-04-16 04:00:00,0.017
M001,H001,2026-04-25 18:00:00,0.491
M037,H037,2026-04-12 21:00:00,0.264
M021,H021,2026-04-24 13:00:00,0.211
M004,H004,2026-04-15 20:00:00,0.563
M012,H012,2026-04-26 01:00:00,0.107
M025,H025,2026-04-09 21:00:00,1.09
M036,H036,2026-04-01 06:00:00,0.213
M031,H031,2026-04-06 16:00:00,0.246
M022,H022,2026-04-10 09:00:00,0.359
M036,H036,2026-04-21 20:00:00,0.419
M013,H013,2026-04-21 02:00:00,0.046
M019,H019,2026-04-15 18:00:00,0.796
M035,H035,2026-04-21 18:00:00,1.158
M036,H036,2026-04-05 22:00:00,0.284
M017,H017,2026-04-20 07:00:00,0.228
M010,H010,2026-04-02 07:00:00,0.447
M004,H004,2026-04-29 14:00:00,0.175
M009,H009,2026-04-20 16:00:00,0.543
M005,H005,2026-04-17 11:00:00,0.108
M034,H034,2026-04-23 01:00:00,0.179
M009,H009,2026-04-26 00:00:00,0.357
M037,H037,2026-04-10 19:00:00,0.216
M008,H008,2026-04-12 16:00:00,0.156
M019,H019,2026-04-26 12:00:00,0.377
M003,H003,2026-04-10 09:00:00,0.229
M039,H039,2026-04-05 04:00:00,0.215
M040,H040,2026-04-14 04:00:00,0.064
M009,H009,2026-04-02 21:00:00,1.138
M026,H026,2026-04-26 18:00:00,1.006
M005,H005,2026-04-20 17:00:00,0.181
M004,H004,2026-04-20 15:00:00,0.165
M030,H030,2026-04-30 14:00:00,0.141
M002,H002,2026-04-24 04:00:00,0.164
M030,H030,2026-04-20 10:00:00,0.154
M009,H009,2026-04-23 01:00:00,0.206
M034,H034,2026-04-12 07:00:00,0.856
M006,H006,2026-04-11 17:00:00,0.537
M011,H011,2026-04-06 07:00:00,0.603
M036,H036,2026-04-12 18:00:00,0.297
M031,H031,2026-04-30 02:00:00,0.105
M018,H018,2026-04-21 15:00:00,0.339
M006,H006,2026-04-30 11:00:00,0.365
M008,H008,2026-04-10 18:00:00,0.211
M019,H019,2026-04-29 04:00:00,0.191
M016,H016,2026-04-07 19:00:00,0.139
M009,H009,2026-04-02 20:00:00,1.324
M018,H018,2026-04-04 13:00:00,0.518
M031,H031,2026-04-10 02:00:00,0.11
M016,H016,2026-04-19 12:00:00,0.054
M037,H037,2026-04-10 01:00:00,0.044
M013,H013,2026-04-17 08:00:00,0.234
M029,H029,2026-04-03 19:00:00,0.681
M005,H005,2026-04-09 23:00:00,0.108
M017,H017,2026-04-14 15:00:00,0.103
M019,H019,2026-04-06 05:00:00,0.228
M021,H021,2026-04-27 10:00:00,0.238
M023,H023,2026-04-01 15:00:00,0.452
M020,H020,2026-04-19 03:00:00,0.111
M003,H003,2026-04-10 07:00:00,0.456
M012,H012,2026-04-26 17:00:00,0.477
M008,H008,2026-04-20 12:00:00,0.128
M003,H003,2026-04-14 06:00:00,0.256
M026,H026,2026-04-02 13:00:00,0.516
M025,H025,2026-04-17 16:00:00,0.518
M029,H029,2026-04-14 22:00:00,0.504
M024,H024,2026-04-23 07:00:00,0.679
M014,H014,2026-04-16 21:00:00,1.23
M022,H022,2026-04-27 14:00:00,0.312
M012,H012,2026-04-03 21:00:00,0.518
M017,H017,2026-04-11 16:00:00,0.183
M023,H023,2026-04-02 17:00:00,0.717
M023,H023,2026-04-20 10:00:00,0.383
M014,H014,2026-04-09 04:00:00,0.191
M025,H025,2026-04-16 03:00:00,0.176
M014,H014,2026-04-25 21:00:00,1.614
M014,H014,2026-04-01 03:00:00,0.153
M012,H012,2026-04-01 04:00:00,0.1
M035,H035,2026-04-25 15:00:00,0.472
M023,H023,2026-04-24 12:00:00,0.567
M040,H040,2026-04-14 19:00:00,0.305
M031,H031,2026-04-14 06:00:00,0.309
M011,H011,2026-04-08 04:00:00,0.148
M006,H006,2026-04-02 09:00:00,0.345
M001,H001,2026-04-26 22:00:00,0.49
M027,H027,2026-04-18 01:00:00,0.14
M006,H006,2026-04-26 19:00:00,0.896
M024,H024,2026-04-17 06:00:00,0.508
M016,H016,2026-04-18 09:00:00,0.07
M001,H001,2026-04-16 09:00:00,0.303
M033,H033,2026-04-04 08:00:00,0.386
M009,H009,2026-04-14 08:00:00,0.662
M040,H040,2026-04-25 12:00:00,0.16
M029,H029,2026-04-26 00:00:00,0.201
M016,H016,2026-04-16 15:00:00,0.038
M013,H013,2026-04-24 14:00:00,0.111
M034,H034,2026-04-01 05:00:00,0.329
M027,H027,2026-04-03 07:00:00,0.521
M024,H024,2026-04-06 00:00:00,0.234
M020,H020,2026-04-01 21:00:00,0.497
M031,H031,2026-04-07 13:00:00,0.285
M024,H024,2026-04-03 22:00:00,0.696
M032,H032,2026-04-14 23:00:00,0.235
M014,H014,2026-04-05 18:00:00,0.969
M016,H016,2026-04-20 11:00:00,0.034
M024,H024,2026-04-11 08:00:00,0.662
M022,H022,2026-04-11 22:00:00,0.583
M003,H003,2026-04-10 02:00:00,0.091
M020,H020,2026-04-23 17:00:00,0.474
M015,H015,2026-04-03 05:00:00,0.302
M023,H023,2026-04-15 12:00:00,0.472
M024,H024,2026-04-19 16:00:00,0.618
M008,H008,2026-04-14 18:00:00,0.25
M002,H002,2026-04-14 04:00:00,0.198
M011,H011,2026-04-17 15:00:00,0.393
M031,H031,2026-04-28 19:00:00,0.561
M033,H033,2026-04-04 03:00:00,0.073
M012,H012,2026-04-02 22:00:00,0.367
M036,H036,2026-04-22 11:00:00,0.118
M009,H009,2026-04-04 23:00:00,0.51
M022,H022,2026-04-18 21:00:00,0.658
M007,H007,2026-04-03 13:00:00,0.182
M030,H030,2026-04-09 06:00:00,0.2
M021,H021,2026-04-18 09:00:00,0.331
M025,H025,2026-04-10 18:00:00,1.003
M003,H003,2026-04-15 11:00:00,0.169
M038,H038,2026-04-02 07:00:00,0.513
M027,H027,2026-04-18 20:00:00,0.847
M016,H016,2026-04-28 01:00:00,0.019
M005,H005,2026-04-26 19:00:00,0.431
M029,H029,2026-04-04 19:00:00,0.843
M021,H021,2026-04-05 23:00:00,0.235
M039,H039,2026-04-16 17:00:00,0.611
M023,H023,2026-04-08 15:00:00,0.496
M001,H001,2026-04-18 00:00:00,0.12
M022,H022,2026-04-16 11:00:00,0.259
M016,H016,2026-04-11 15:00:00,0.058
M024,H024,2026-04-30 19:00:00,0.952
M019,H019,2026-04-17 16:00:00,0.538
M019,H019,2026-04-02 11:00:00,0.4
M026,H026,2026-04-05 14:00:00,0.603
M007,H007,2026-04-04 19:00:00,0.462
M005,H005,2026-04-19 22:00:00,0.26
M029,H029,2026-04-12 04:00:00,0.178
M010,H010,2026-04-28 08:00:00,0.393
M002,H002,2026-04-13 03:00:00,0.166
M026,H026,2026-04-12 16:00:00,0.509
M012,H012,2026-04-18 05:00:00,0.229
M031,H031,2026-04-12 14:00:00,0.291
M009,H009,2026-04-19 00:00:00,0.266
M033,H033,2026-04-15 15:00:00,0.176
M002,H002,2026-04-01 15:00:00,0.361
M012,H012,2026-04-25 05:00:00,0.196
M013,H013,2026-04-18 17:00:00,0.255
M014,H014,2026-04-06 20:00:00,0.947
M016,H016,2026-04-07 01:00:00,0.023
M004,H004,2026-04-20 09:00:00,0.221
M005,H005,2026-04-25 11:00:00,0.111
M001,H001,2026-04-20 15:00:00,0.218
M007,H007,2026-04-26 00:00:00,0.097
M028,H028,2026-04-12 17:00:00,0.494
M010,H010,2026-04-15 14:00:00,0.263
M013,H013,2026-04-21 21:00:00,0.363
M022,H022,2026-04-25 08:00:00,0.458
M038,H038,2026-04-18 11:00:00,0.345
M011,H011,2026-04-28 13:00:00,0.372
M018,H018,2026-04-28 12:00:00,0.481
M009,H009,2026-04-24 09:00:00,0.533
M037,H037,2026-04-22 08:00:00,0.127
M020,H020,2026-04-04 06:00:00,0.367
M022,H022,2026-04-06 13:00:00,0.329
M015,H015,2026-04-02 02:00:00,0.178
M030,H030,2026-04-20 13:00:00,0.174
M003,H003,2026-04-10 21:00:00,0.565
M040,H040,2026-04-06 21:00:00,0.3
M010,H010,2026-04-09 02:00:00,0.134
M029,H029,2026-04-05 10:00:00,0.311
M008,H008,2026-04-26 19:00:00,0.342
M029,H029,2026-04-21 17:00:00,0.477
M019,H019,2026-04-02 10:00:00,0.381
M032,H032,2026-04-02 10:00:00,0.253
M040,H040,2026-04-23 00:00:00,0.067
M037,H037,2026-04-27 12:00:00,0.126
M007,H007,2026-04-01 21:00:00,0.43
M015,H015,2026-04-07 22:00:00,0.79
M023,H023,2026-04-30 07:00:00,0.79
M025,H025,2026-04-07 04:00:00,0.215
M028,H028,2026-04-14 22:00:00,0.626
M001,H001,2026-04-16 07:00:00,0.372
M011,H011,2026-04-12 16:00:00,0.545
M021,H021,2026-04-13 19:00:00,0.598
M004,H004,2026-04-09 06:00:00,0.301
M026,H026,2026-04-05 05:00:00,0.401
M033,H033,2026-04-28 09:00:00,0.232
M005,H005,2026-04-05 13:00:00,0.201
M037,H037,2026-04-18 17:00:00,0.139
M015,H015,2026-04-19 18:00:00,1.256
M039,H039,2026-04-21 20:00:00,1.154
M031,H031,2026-04-10 15:00:00,0.27
M019,H019,2026-04-03 13:00:00,0.454
M011,H011,2026-04-01 09:00:00,0.427
M015,H015,2026-04-01 05:00:00,0.276
M025,H025,2026-04-12 10:00:00,0.56
M028,H028,2026-04-15 22:00:00,0.53
M003,H003,2026-04-06 04:00:00,0.092
M016,H016,2026-04-18 00:00:00,0.031
M033,H033,2026-04-22 04:00:00,0.097
M037,H037,2026-04-22 02:00:00,0.034
M034,H034,2026-04-10 22:00:00,0.487
M019,H019,2026-04-12 01:00:00,0.188
M010,H010,2026-04-03 04:00:00,0.154
M025,H025,2026-04-15 17:00:00,0.72
M002,H002,2026-04-03 09:00:00,0.445
M018,H018,2026-04-21 10:00:00,0.402
M018,H018,2026-04-02 10:00:00,0.373
M012,H012,2026-04-03 17:00:00,0.339
M024,H024,2026-04-19 13:00:00,0.525
M013,H013,2026-04-16 03:00:00,0.043
M023,H023,2026-04-19 06:00:00,0.566
M039,H039,2026-04-06 16:00:00,0.422
M034,H034,2026-04-08 07:00:00,0.705
M005,H005,2026-04-19 02:00:00,0.065
M003,H003,2026-04-18 22:00:00,0.476
M039,H039,2026-04-20 21:00:00,1.267
M024,H024,2026-04-14 22:00:00,0.732
M008,H008,2026-04-11 11:00:00,0.107
M028,H028,2026-04-21 04:00:00,0.14
M020,H020,2026-04-22 09:00:00,0.276
M023,H023,2026-04-19 16:00:00,0.599
M015,H015,2026-04-22 06:00:00,0.483
M023,H023,2026-04-28 05:00:00,0.282
M019,H019,2026-04-27 19:00:00,1.108
M013,H013,2026-04-20 12:00:00,0.153
M003,H003,2026-04-07 21:00:00,0.63
M032,H032,2026-04-26 00:00:00,0.155
M002,H002,2026-04-26 01:00:00,0.19
M038,H038,2026-04-10 16:00:00,0.463
M038,H038,2026-04-04 02:00:00,0.129
M003,H003,2026-04-29 23:00:00,0.2
M022,H022,2026-04-11 10:00:00,0.342
M007,H007,2026-04-24 13:00:00,0.168
M005,H005,2026-04-25 04:00:00,0.073
M004,H004,2026-04-13 12:00:00,0.191
M002,H002,2026-04-24 01:00:00,0.185
M001,H001,2026-04-07 13:00:00,0.307
M013,H013,2026-04-18 21:00:00,0.333
M001,H001,2026-04-27 03:00:00,0.107
M036,H036,2026-04-12 20:00:00,0.466
M037,H037,2026-04-16 15:00:00,0.077
M017,H017,2026-04-27 08:00:00,0.197
M034,H034,2026-04-02 17:00:00,0.661
