meter_id,hour_start,avg_kwh,min_kwh,max_kwh,sum_kwh
M015,2026-04-30 05:30:00,0.718,0.718,0.718,0.718
M015,2026-04-23 06:30:00,0.852,0.852,0.852,0.852
M015,2026-04-02 07:30:00,0.687,0.687,0.687,0.687
M015,2026-04-23 07:30:00,0.595,0.595,0.595,0.595
M015,2026-04-02 09:30:00,0.392,0.392,0.392,0.392
M015,2026-04-16 09:30:00,0.437,0.437,0.437,0.437
M015,2026-04-02 11:30:00,0.577,0.577,0.577,0.577
M015,2026-04-30 11:30:00,0.504,0.504,0.504,0.504
M015,2026-04-23 12:30:00,0.517,0.517,0.517,0.517
M015,2026-04-30 12:30:00,0.531,0.531,0.531,0.531
M015,2026-04-30 14:30:00,0.347,0.347,0.347,0.347
M015,2026-04-30 18:30:00,1.043,1.043,1.043,1.043
M015,2026-04-30 20:30:00,1.011,1.011,1.011,1.011
M015,2026-04-03 01:30:00,0.186,0.186,0.186,0.186
M015,2026-04-10 06:30:00,0.731,0.731,0.731,0.731
M015,2026-04-17 07:30:00,0.797,0.797,0.797,0.797
M015,2026-04-17 11:30:00,0.442,0.442,0.442,0.442
M015,2026-04-24 11:30:00,0.543,0.543,0.543,0.543
M015,2026-04-24 13:30:00,0.454,0.454,0.454,0.454
M015,2026-04-17 17:30:00,0.949,0.949,0.949,0.949
M015,2026-04-17 20:30:00,1.373,1.373,1.373,1.373
M015,2026-04-03 23:30:00,0.329,0.329,0.329,0.329
M015,2026-04-10 23:30:00,0.301,0.301,0.301,0.301
M015,2026-04-25 00:30:00,0.31,0.31,0.31,0.31
M015,2026-04-04 05:30:00,0.695,0.695,0.695,0.695
M015,2026-04-18 05:30:00,0.754,0.754,0.754,0.754
M015,2026-04-04 08:30:00,0.552,0.552,0.552,0.552
M015,2026-04-18 10:30:00,0.392,0.392,0.392,0.392
M015,2026-04-18 11:30:00,0.64,0.64,0.64,0.64
M015,2026-04-25 14:30:00,0.475,0.475,0.475,0.475
M015,2026-04-11 15:30:00,0.552,0.552,0.552,0.552
M015,2026-04-04 16:30:00,0.772,0.772,0.772,0.772
M015,2026-04-11 16:30:00,0.845,0.845,0.845,0.845
M015,2026-04-04 17:30:00,1.098,1.098,1.098,1.098
M015,2026-04-04 21:30:00,1.023,1.023,1.023,1.023
M023,2026-04-18 23:30:00,0.261,0.261,0.261,0.261
M023,2026-04-19 01:30:00,0.226,0.226,0.226,0.226
M023,2026-04-19 02:30:00,0.14,0.14,0.14,0.14
M023,2026-04-05 04:30:00,0.452,0.452,0.452,0.452
M023,2026-04-05 05:30:00,0.805,0.805,0.805,0.805
M023,2026-04-26 06:30:00,0.978,0.978,0.978,0.978
M023,2026-04-19 07:30:00,0.792,0.792,0.792,0.792
M023,2026-04-05 10:30:00,0.491,0.491,0.491,0.491
M023,2026-04-26 10:30:00,0.493,0.493,0.493,0.493
M023,2026-04-12 12:30:00,0.568,0.568,0.568,0.568
M023,2026-04-19 12:30:00,0.554,0.554,0.554,0.554
M023,2026-04-05 15:30:00,0.576,0.576,0.576,0.576
M023,2026-04-19 16:30:00,0.705,0.705,0.705,0.705
M023,2026-04-12 17:30:00,1.168,1.168,1.168,1.168
M023,2026-04-19 18:30:00,1.533,1.533,1.533,1.533
M023,2026-04-12 19:30:00,1.405,1.405,1.405,1.405
M023,2026-04-12 23:30:00,0.296,0.296,0.296,0.296
M023,2026-04-27 00:30:00,0.214,0.214,0.214,0.214
M023,2026-04-20 01:30:00,0.166,0.166,0.166,0.166
M023,2026-04-20 03:30:00,0.218,0.218,0.218,0.218
M023,2026-04-27 03:30:00,0.254,0.254,0.254,0.254
M023,2026-04-06 08:30:00,0.546,0.546,0.546,0.546
M023,2026-04-20 09:30:00,0.383,0.383,0.383,0.383
M023,2026-04-20 12:30:00,0.589,0.589,0.589,0.589
M023,2026-04-20 17:30:00,1.172,1.172,1.172,1.172
M023,2026-04-27 18:30:00,1.235,1.235,1.235,1.235
M023,2026-04-13 19:30:00,1.271,1.271,1.271,1.271
M023,2026-04-20 19:30:00,1.253,1.253,1.253,1.253
M023,2026-04-06 21:30:00,0.848,0.848,0.848,0.848
M023,2026-04-20 23:30:00,0.301,0.301,0.301,0.301
M023,2026-04-28 02:30:00,0.178,0.178,0.178,0.178
M023,2026-04-14 04:30:00,0.29,0.29,0.29,0.29
M023,2026-04-28 04:30:00,0.282,0.282,0.282,0.282
M023,2026-04-14 10:30:00,0.379,0.379,0.379,0.379
M023,2026-04-28 15:30:00,0.624,0.624,0.624,0.624
M023,2026-04-07 16:30:00,0.817,0.817,0.817,0.817
M023,2026-04-21 19:30:00,1.487,1.487,1.487,1.487
M023,2026-04-28 21:30:00,0.782,0.782,0.782,0.782
M023,2026-04-08 00:30:00,0.204,0.204,0.204,0.204
M023,2026-04-29 04:30:00,0.328,0.328,0.328,0.328
M023,2026-04-08 09:30:00,0.412,0.412,0.412,0.412
M023,2026-04-01 10:30:00,0.373,0.373,0.373,0.373
M023,2026-04-15 10:30:00,0.419,0.419,0.419,0.419
M023,2026-04-01 11:30:00,0.519,0.519,0.519,0.519
M023,2026-04-22 14:30:00,0.449,0.449,0.449,0.449
M023,2026-04-29 18:30:00,1.101,1.101,1.101,1.101
M023,2026-04-08 19:30:00,1.566,1.566,1.566,1.566
M023,2026-04-08 22:30:00,0.439,0.439,0.439,0.439
M023,2026-04-22 22:30:00,0.466,0.466,0.466,0.466
M023,2026-04-16 00:30:00,0.251,0.251,0.251,0.251
M023,2026-04-30 00:30:00,0.194,0.194,0.194,0.194
M023,2026-04-16 01:30:00,0.154,0.154,0.154,0.154
M023,2026-04-23 01:30:00,0.163,0.163,0.163,0.163
M023,2026-04-23 02:30:00,0.191,0.191,0.191,0.191
M023,2026-04-09 03:30:00,0.195,0.195,0.195,0.195
M023,2026-04-23 03:30:00,0.223,0.223,0.223,0.223
M023,2026-04-02 04:30:00,0.396,0.396,0.396,0.396
M023,2026-04-30 05:30:00,0.59,0.59,0.59,0.59
M023,2026-04-02 06:30:00,0.67,0.67,0.67,0.67
M023,2026-04-30 06:30:00,0.79,0.79,0.79,0.79
M023,2026-04-30 08:30:00,0.565,0.565,0.565,0.565
M023,2026-04-02 09:30:00,0.426,0.426,0.426,0.426
M023,2026-04-09 14:30:00,0.393,0.393,0.393,0.393
M023,2026-04-23 15:30:00,0.567,0.567,0.567,0.567
M023,2026-04-02 16:30:00,0.717,0.717,0.717,0.717
M023,2026-04-16 16:30:00,0.811,0.811,0.811,0.811
M023,2026-04-16 17:30:00,0.954,0.954,0.954,0.954
M023,2026-04-09 21:30:00,0.765,0.765,0.765,0.765
M023,2026-04-24 01:30:00,0.153,0.153,0.153,0.153
M023,2026-04-10 02:30:00,0.16,0.16,0.16,0.16
M023,2026-04-03 03:30:00,0.194,0.194,0.194,0.194
M023,2026-04-10 03:30:00,0.177,0.177,0.177,0.177
M023,2026-04-10 08:30:00,0.53,0.53,0.53,0.53
M023,2026-04-03 09:30:00,0.438,0.438,0.438,0.438
M023,2026-04-17 09:30:00,0.423,0.423,0.423,0.423
M023,2026-04-24 09:30:00,0.392,0.392,0.392,0.392
M023,2026-04-10 12:30:00,0.475,0.475,0.475,0.475
M023,2026-04-24 12:30:00,0.631,0.631,0.631,0.631
M023,2026-04-03 15:30:00,0.518,0.518,0.518,0.518
M023,2026-04-10 15:30:00,0.603,0.603,0.603,0.603
M023,2026-04-17 17:30:00,1.091,1.091,1.091,1.091
M023,2026-04-03 20:30:00,1.305,1.305,1.305,1.305
M023,2026-04-10 20:30:00,0.891,0.891,0.891,0.891
M023,2026-04-17 20:30:00,1.068,1.068,1.068,1.068
M023,2026-04-24 21:30:00,0.787,0.787,0.787,0.787
M023,2026-04-25 00:30:00,0.243,0.243,0.243,0.243
M023,2026-04-25 01:30:00,0.185,0.185,0.185,0.185
M023,2026-04-18 02:30:00,0.188,0.188,0.188,0.188
M023,2026-04-11 03:30:00,0.276,0.276,0.276,0.276
M023,2026-04-04 08:30:00,0.504,0.504,0.504,0.504
M023,2026-04-25 08:30:00,0.544,0.544,0.544,0.544
M023,2026-04-18 09:30:00,0.586,0.586,0.586,0.586
M023,2026-04-25 10:30:00,0.473,0.473,0.473,0.473
M023,2026-04-18 11:30:00,0.602,0.602,0.602,0.602
M023,2026-04-25 11:30:00,0.607,0.607,0.607,0.607
M023,2026-04-25 12:30:00,0.683,0.683,0.683,0.683
M023,2026-04-11 13:30:00,0.503,0.503,0.503,0.503
M023,2026-04-04 14:30:00,0.523,0.523,0.523,0.523
M023,2026-04-11 17:30:00,1.05,1.05,1.05,1.05
M023,2026-04-11 20:30:00,1.475,1.475,1.475,1.475
M009,2026-04-05 01:30:00,0.24,0.24,0.24,0.24
M009,2026-04-12 03:30:00,0.291,0.291,0.291,0.291
M009,2026-04-12 05:30:00,0.769,0.769,0.769,0.769
M009,2026-04-19 05:30:00,0.672,0.672,0.672,0.672
M009,2026-04-26 06:30:00,0.834,0.834,0.834,0.834
M009,2026-04-12 07:30:00,0.989,0.989,0.989,0.989
M009,2026-04-12 11:30:00,0.61,0.61,0.61,0.61
M009,2026-04-05 13:30:00,0.538,0.538,0.538,0.538
M009,2026-04-12 17:30:00,0.973,0.973,0.973,0.973
M009,2026-04-06 01:30:00,0.182,0.182,0.182,0.182
M009,2026-04-06 02:30:00,0.182,0.182,0.182,0.182
M009,2026-04-13 04:30:00,0.454,0.454,0.454,0.454
M009,2026-04-27 05:30:00,0.636,0.636,0.636,0.636
M009,2026-04-06 07:30:00,0.812,0.812,0.812,0.812
M009,2026-04-20 10:30:00,0.507,0.507,0.507,0.507
M009,2026-04-20 12:30:00,0.542,0.542,0.542,0.542
M009,2026-04-06 13:30:00,0.46,0.46,0.46,0.46
M009,2026-04-20 16:30:00,0.892,0.892,0.892,0.892
M009,2026-04-06 18:30:00,1.353,1.353,1.353,1.353
M009,2026-04-13 18:30:00,1.394,1.394,1.394,1.394
M009,2026-04-27 20:30:00,1.311,1.311,1.311,1.311
M009,2026-04-06 22:30:00,0.466,0.466,0.466,0.466
M009,2026-04-27 22:30:00,0.445,0.445,0.445,0.445
M009,2026-04-13 23:30:00,0.301,0.301,0.301,0.301
M009,2026-04-21 00:30:00,0.228,0.228,0.228,0.228
M009,2026-04-28 01:30:00,0.222,0.222,0.222,0.222
M009,2026-04-07 03:30:00,0.249,0.249,0.249,0.249
M009,2026-04-28 03:30:00,0.202,0.202,0.202,0.202
M009,2026-04-07 07:30:00,0.784,0.784,0.784,0.784
M009,2026-04-28 08:30:00,0.541,0.541,0.541,0.541
M009,2026-04-14 09:30:00,0.478,0.478,0.478,0.478
M009,2026-04-28 09:30:00,0.562,0.562,0.562,0.562
M009,2026-04-21 10:30:00,0.498,0.498,0.498,0.498
M009,2026-04-14 11:30:00,0.479,0.479,0.479,0.479
M009,2026-04-21 11:30:00,0.616,0.616,0.616,0.616
M009,2026-04-28 11:30:00,0.548,0.548,0.548,0.548
M009,2026-04-07 12:30:00,0.559,0.559,0.559,0.559
M009,2026-04-07 14:30:00,0.442,0.442,0.442,0.442
M009,2026-04-07 15:30:00,0.534,0.534,0.534,0.534
M009,2026-04-21 18:30:00,1.132,1.132,1.132,1.132
M009,2026-04-28 21:30:00,0.735,0.735,0.735,0.735
M009,2026-04-07 23:30:00,0.295,0.295,0.295,0.295
M009,2026-04-29 00:30:00,0.271,0.271,0.271,0.271
M009,2026-04-29 02:30:00,0.188,0.188,0.188,0.188
M009,2026-04-22 05:30:00,0.67,0.67,0.67,0.67
M009,2026-04-01 06:30:00,0.989,0.989,0.989,0.989
M009,2026-04-29 09:30:00,0.526,0.526,0.526,0.526
M009,2026-04-15 10:30:00,0.593,0.593,0.593,0.593
M009,2026-04-08 11:30:00,0.429,0.429,0.429,0.429
M009,2026-04-15 11:30:00,0.636,0.636,0.636,0.636
M009,2026-04-22 11:30:00,0.599,0.599,0.599,0.599
M009,2026-04-15 12:30:00,0.502,0.502,0.502,0.502
M009,2026-04-01 14:30:00,0.476,0.476,0.476,0.476
M009,2026-04-22 15:30:00,0.587,0.587,0.587,0.587
M009,2026-04-22 16:30:00,0.96,0.96,0.96,0.96
M009,2026-04-08 17:30:00,1.11,1.11,1.11,1.11
M009,2026-04-29 19:30:00,1.322,1.322,1.322,1.322
M009,2026-04-15 23:30:00,0.341,0.341,0.341,0.341
M009,2026-04-16 00:30:00,0.257,0.257,0.257,0.257
M009,2026-04-09 01:30:00,0.179,0.179,0.179,0.179
M009,2026-04-16 01:30:00,0.204,0.204,0.204,0.204
M009,2026-04-30 01:30:00,0.175,0.175,0.175,0.175
M009,2026-04-23 03:30:00,0.232,0.232,0.232,0.232
M009,2026-04-30 05:30:00,0.62,0.62,0.62,0.62
M009,2026-04-02 06:30:00,0.828,0.828,0.828,0.828
M009,2026-04-23 09:30:00,0.512,0.512,0.512,0.512
M009,2026-04-02 10:30:00,0.48,0.48,0.48,0.48
M009,2026-04-09 11:30:00,0.676,0.676,0.676,0.676
M009,2026-04-30 11:30:00,0.721,0.721,0.721,0.721
M009,2026-04-16 14:30:00,0.457,0.457,0.457,0.457
M009,2026-04-23 14:30:00,0.399,0.399,0.399,0.399
M009,2026-04-02 17:30:00,1.093,1.093,1.093,1.093
M009,2026-04-17 00:30:00,0.217,0.217,0.217,0.217
M009,2026-04-17 02:30:00,0.168,0.168,0.168,0.168
M009,2026-04-10 03:30:00,0.209,0.209,0.209,0.209
M009,2026-04-24 03:30:00,0.227,0.227,0.227,0.227
M009,2026-04-03 04:30:00,0.406,0.406,0.406,0.406
M009,2026-04-03 05:30:00,0.701,0.701,0.701,0.701
M009,2026-04-10 05:30:00,0.626,0.626,0.626,0.626
M009,2026-04-03 08:30:00,0.532,0.532,0.532,0.532
M009,2026-04-03 09:30:00,0.482,0.482,0.482,0.482
M009,2026-04-17 09:30:00,0.555,0.555,0.555,0.555
M009,2026-04-17 10:30:00,0.573,0.573,0.573,0.573
M009,2026-04-10 11:30:00,0.562,0.562,0.562,0.562
M009,2026-04-17 11:30:00,0.44,0.44,0.44,0.44
M009,2026-04-03 12:30:00,0.462,0.462,0.462,0.462
M009,2026-04-17 13:30:00,0.401,0.401,0.401,0.401
M009,2026-04-24 15:30:00,0.617,0.617,0.617,0.617
M009,2026-04-17 17:30:00,1.017,1.017,1.017,1.017
M009,2026-04-17 18:30:00,1.21,1.21,1.21,1.21
M009,2026-04-17 19:30:00,1.641,1.641,1.641,1.641
M009,2026-04-03 20:30:00,1.31,1.31,1.31,1.31
M009,2026-04-03 21:30:00,0.715,0.715,0.715,0.715
M009,2026-04-18 00:30:00,0.329,0.329,0.329,0.329
M009,2026-04-04 01:30:00,0.206,0.206,0.206,0.206
M009,2026-04-11 01:30:00,0.233,0.233,0.233,0.233
M009,2026-04-18 01:30:00,0.244,0.244,0.244,0.244
M009,2026-04-04 02:30:00,0.161,0.161,0.161,0.161
M009,2026-04-25 05:30:00,0.793,0.793,0.793,0.793
M009,2026-04-18 06:30:00,0.977,0.977,0.977,0.977
M009,2026-04-04 08:30:00,0.611,0.611,0.611,0.611
M009,2026-04-25 08:30:00,0.723,0.723,0.723,0.723
M009,2026-04-04 10:30:00,0.557,0.557,0.557,0.557
M009,2026-04-11 10:30:00,0.572,0.572,0.572,0.572
M009,2026-04-04 11:30:00,0.742,0.742,0.742,0.742
M009,2026-04-11 12:30:00,0.636,0.636,0.636,0.636
M009,2026-04-04 14:30:00,0.619,0.619,0.619,0.619
M009,2026-04-18 14:30:00,0.503,0.503,0.503,0.503
M009,2026-04-04 20:30:00,1.131,1.131,1.131,1.131
M018,2026-04-26 00:30:00,0.254,0.254,0.254,0.254
M018,2026-04-19 03:30:00,0.269,0.269,0.269,0.269
M018,2026-04-12 04:30:00,0.39,0.39,0.39,0.39
M018,2026-04-19 04:30:00,0.306,0.306,0.306,0.306
M018,2026-04-19 08:30:00,0.549,0.549,0.549,0.549
M018,2026-04-05 09:30:00,0.488,0.488,0.488,0.488
M018,2026-04-19 09:30:00,0.503,0.503,0.503,0.503
M018,2026-04-05 10:30:00,0.506,0.506,0.506,0.506
M018,2026-04-19 10:30:00,0.481,0.481,0.481,0.481
M018,2026-04-05 12:30:00,0.479,0.479,0.479,0.479
M018,2026-04-19 12:30:00,0.466,0.466,0.466,0.466
M018,2026-04-26 12:30:00,0.61,0.61,0.61,0.61
M018,2026-04-05 14:30:00,0.464,0.464,0.464,0.464
M018,2026-04-26 17:30:00,0.973,0.973,0.973,0.973
M018,2026-04-12 21:30:00,0.838,0.838,0.838,0.838
M018,2026-04-05 23:30:00,0.256,0.256,0.256,0.256
M018,2026-04-06 00:30:00,0.214,0.214,0.214,0.214
M018,2026-04-20 01:30:00,0.129,0.129,0.129,0.129
M018,2026-04-20 02:30:00,0.159,0.159,0.159,0.159
M018,2026-04-27 02:30:00,0.175,0.175,0.175,0.175
M018,2026-04-06 05:30:00,0.493,0.493,0.493,0.493
M018,2026-04-13 06:30:00,0.789,0.789,0.789,0.789
M018,2026-04-13 07:30:00,0.623,0.623,0.623,0.623
M018,2026-04-06 08:30:00,0.545,0.545,0.545,0.545
M018,2026-04-06 10:30:00,0.37,0.37,0.37,0.37
M018,2026-04-27 10:30:00,0.369,0.369,0.369,0.369
M018,2026-04-27 16:30:00,0.791,0.791,0.791,0.791
M018,2026-04-20 20:30:00,1.232,1.232,1.232,1.232
M018,2026-04-27 22:30:00,0.381,0.381,0.381,0.381
M018,2026-04-20 23:30:00,0.194,0.194,0.194,0.194
M018,2026-04-14 00:30:00,0.259,0.259,0.259,0.259
M018,2026-04-07 05:30:00,0.455,0.455,0.455,0.455
M018,2026-04-14 05:30:00,0.613,0.613,0.613,0.613
M018,2026-04-07 09:30:00,0.328,0.328,0.328,0.328
M018,2026-04-21 16:30:00,0.608,0.608,0.608,0.608
M018,2026-04-28 19:30:00,1.144,1.144,1.144,1.144
M018,2026-04-21 21:30:00,0.876,0.876,0.876,0.876
M018,2026-04-28 23:30:00,0.271,0.271,0.271,0.271
M018,2026-04-29 00:30:00,0.194,0.194,0.194,0.194
M018,2026-04-15 02:30:00,0.184,0.184,0.184,0.184
M018,2026-04-29 04:30:00,0.38,0.38,0.38,0.38
M018,2026-04-15 05:30:00,0.667,0.667,0.667,0.667
M018,2026-04-15 07:30:00,0.703,0.703,0.703,0.703
M018,2026-04-29 07:30:00,0.614,0.614,0.614,0.614
M018,2026-04-01 08:30:00,0.454,0.454,0.454,0.454
M018,2026-04-22 09:30:00,0.37,0.37,0.37,0.37
M018,2026-04-29 09:30:00,0.318,0.318,0.318,0.318
M018,2026-04-15 13:30:00,0.401,0.401,0.401,0.401
M018,2026-04-08 18:30:00,1.213,1.213,1.213,1.213
M018,2026-04-22 18:30:00,1.166,1.166,1.166,1.166
M018,2026-04-08 21:30:00,0.672,0.672,0.672,0.672
M018,2026-04-09 00:30:00,0.178,0.178,0.178,0.178
M018,2026-04-16 00:30:00,0.172,0.172,0.172,0.172
M018,2026-04-16 06:30:00,0.629,0.629,0.629,0.629
M018,2026-04-23 06:30:00,0.815,0.815,0.815,0.815
M018,2026-04-23 08:30:00,0.5,0.5,0.5,0.5
M018,2026-04-09 12:30:00,0.423,0.423,0.423,0.423
M018,2026-04-23 13:30:00,0.541,0.541,0.541,0.541
M018,2026-04-02 16:30:00,0.694,0.694,0.694,0.694
M018,2026-04-30 17:30:00,0.829,0.829,0.829,0.829
M018,2026-04-23 23:30:00,0.264,0.264,0.264,0.264
M018,2026-04-17 00:30:00,0.211,0.211,0.211,0.211
M018,2026-04-24 01:30:00,0.175,0.175,0.175,0.175
M018,2026-04-17 05:30:00,0.625,0.625,0.625,0.625
M018,2026-04-03 07:30:00,0.609,0.609,0.609,0.609
M018,2026-04-10 09:30:00,0.383,0.383,0.383,0.383
M018,2026-04-17 19:30:00,1.155,1.155,1.155,1.155
M018,2026-04-03 21:30:00,0.86,0.86,0.86,0.86
M018,2026-04-17 22:30:00,0.42,0.42,0.42,0.42
M018,2026-04-10 23:30:00,0.303,0.303,0.303,0.303
M018,2026-04-18 00:30:00,0.243,0.243,0.243,0.243
M018,2026-04-11 02:30:00,0.199,0.199,0.199,0.199
M018,2026-04-18 03:30:00,0.231,0.231,0.231,0.231
M018,2026-04-04 04:30:00,0.375,0.375,0.375,0.375
M018,2026-04-25 04:30:00,0.378,0.378,0.378,0.378
M018,2026-04-04 05:30:00,0.375,0.375,0.375,0.375
M018,2026-04-18 05:30:00,0.717,0.717,0.717,0.717
M018,2026-04-11 06:30:00,0.732,0.732,0.732,0.732
M018,2026-04-04 08:30:00,0.673,0.673,0.673,0.673
M018,2026-04-11 08:30:00,0.57,0.57,0.57,0.57
M018,2026-04-11 09:30:00,0.602,0.602,0.602,0.602
M018,2026-04-11 10:30:00,0.44,0.44,0.44,0.44
M018,2026-04-18 10:30:00,0.465,0.465,0.465,0.465
M018,2026-04-11 12:30:00,0.593,0.593,0.593,0.593
M018,2026-04-25 12:30:00,0.613,0.613,0.613,0.613
M018,2026-04-25 16:30:00,0.83,0.83,0.83,0.83
M018,2026-04-11 18:30:00,1.338,1.338,1.338,1.338
M018,2026-04-04 19:30:00,1.47,1.47,1.47,1.47
M018,2026-04-25 21:30:00,0.804,0.804,0.804,0.804
M018,2026-04-04 22:30:00,0.401,0.401,0.401,0.401
M018,2026-04-25 22:30:00,0.466,0.466,0.466,0.466
M026,2026-04-26 01:30:00,0.202,0.202,0.202,0.202
M026,2026-04-19 02:30:00,0.21,0.21,0.21,0.21
M026,2026-04-19 04:30:00,0.471,0.471,0.471,0.471
M026,2026-04-05 05:30:00,0.831,0.831,0.831,0.831
M026,2026-04-19 05:30:00,0.738,0.738,0.738,0.738
M026,2026-04-26 07:30:00,0.729,0.729,0.729,0.729
M026,2026-04-12 09:30:00,0.469,0.469,0.469,0.469
M026,2026-04-05 12:30:00,0.689,0.689,0.689,0.689
M026,2026-04-05 13:30:00,0.603,0.603,0.603,0.603
M026,2026-04-12 13:30:00,0.501,0.501,0.501,0.501
M026,2026-04-26 15:30:00,0.7,0.7,0.7,0.7
M026,2026-04-12 16:30:00,0.722,0.722,0.722,0.722
M026,2026-04-19 21:30:00,0.813,0.813,0.813,0.813
M026,2026-04-19 22:30:00,0.518,0.518,0.518,0.518
M026,2026-04-13 03:30:00,0.187,0.187,0.187,0.187
M026,2026-04-13 06:30:00,0.729,0.729,0.729,0.729
M026,2026-04-20 07:30:00,0.776,0.776,0.776,0.776
M026,2026-04-13 08:30:00,0.423,0.423,0.423,0.423
M026,2026-04-06 10:30:00,0.397,0.397,0.397,0.397
M026,2026-04-13 13:30:00,0.355,0.355,0.355,0.355
M026,2026-04-20 16:30:00,0.62,0.62,0.62,0.62
M026,2026-04-06 18:30:00,1.054,1.054,1.054,1.054
M026,2026-04-27 21:30:00,0.665,0.665,0.665,0.665
M026,2026-04-06 22:30:00,0.466,0.466,0.466,0.466
M026,2026-04-21 01:30:00,0.187,0.187,0.187,0.187
M026,2026-04-21 03:30:00,0.202,0.202,0.202,0.202
M026,2026-04-14 09:30:00,0.481,0.481,0.481,0.481
M026,2026-04-21 13:30:00,0.419,0.419,0.419,0.419
M026,2026-04-28 15:30:00,0.529,0.529,0.529,0.529
M026,2026-04-21 17:30:00,0.982,0.982,0.982,0.982
M026,2026-04-28 19:30:00,1.361,1.361,1.361,1.361
M026,2026-04-15 04:30:00,0.297,0.297,0.297,0.297
M026,2026-04-29 04:30:00,0.32,0.32,0.32,0.32
M026,2026-04-01 07:30:00,0.605,0.605,0.605,0.605
M026,2026-04-08 07:30:00,0.756,0.756,0.756,0.756
M026,2026-04-08 08:30:00,0.434,0.434,0.434,0.434
M026,2026-04-01 09:30:00,0.399,0.399,0.399,0.399
M026,2026-04-15 09:30:00,0.468,0.468,0.468,0.468
M026,2026-04-22 10:30:00,0.414,0.414,0.414,0.414
M026,2026-04-29 10:30:00,0.44,0.44,0.44,0.44
M026,2026-04-15 11:30:00,0.544,0.544,0.544,0.544
M026,2026-04-29 11:30:00,0.578,0.578,0.578,0.578
M026,2026-04-08 15:30:00,0.481,0.481,0.481,0.481
M026,2026-04-15 17:30:00,0.691,0.691,0.691,0.691
M026,2026-04-29 17:30:00,0.953,0.953,0.953,0.953
M026,2026-04-08 18:30:00,1.326,1.326,1.326,1.326
M026,2026-04-29 18:30:00,1.201,1.201,1.201,1.201
M026,2026-04-22 19:30:00,1.429,1.429,1.429,1.429
M026,2026-04-29 21:30:00,0.858,0.858,0.858,0.858
M026,2026-04-15 22:30:00,0.323,0.323,0.323,0.323
M026,2026-04-22 22:30:00,0.384,0.384,0.384,0.384
M026,2026-04-09 00:30:00,0.216,0.216,0.216,0.216
M026,2026-04-09 03:30:00,0.238,0.238,0.238,0.238
M026,2026-04-23 03:30:00,0.159,0.159,0.159,0.159
M026,2026-04-30 04:30:00,0.398,0.398,0.398,0.398
M026,2026-04-30 05:30:00,0.641,0.641,0.641,0.641
M026,2026-04-16 08:30:00,0.593,0.593,0.593,0.593
M026,2026-04-09 09:30:00,0.508,0.508,0.508,0.508
M026,2026-04-16 10:30:00,0.381,0.381,0.381,0.381
M026,2026-04-30 13:30:00,0.428,0.428,0.428,0.428
M026,2026-04-23 14:30:00,0.426,0.426,0.426,0.426
M026,2026-04-09 16:30:00,0.613,0.613,0.613,0.613
M026,2026-04-16 17:30:00,0.785,0.785,0.785,0.785
M026,2026-04-10 00:30:00,0.225,0.225,0.225,0.225
M026,2026-04-24 00:30:00,0.213,0.213,0.213,0.213
M026,2026-04-10 06:30:00,0.739,0.739,0.739,0.739
M026,2026-04-17 07:30:00,0.845,0.845,0.845,0.845
M026,2026-04-03 11:30:00,0.534,0.534,0.534,0.534
M026,2026-04-03 13:30:00,0.347,0.347,0.347,0.347
M026,2026-04-17 14:30:00,0.387,0.387,0.387,0.387
M026,2026-04-24 16:30:00,0.798,0.798,0.798,0.798
M026,2026-04-24 18:30:00,1.214,1.214,1.214,1.214
M026,2026-04-17 22:30:00,0.448,0.448,0.448,0.448
M026,2026-04-11 01:30:00,0.194,0.194,0.194,0.194
M026,2026-04-04 04:30:00,0.462,0.462,0.462,0.462
M026,2026-04-18 05:30:00,0.7,0.7,0.7,0.7
M026,2026-04-25 07:30:00,0.731,0.731,0.731,0.731
M026,2026-04-11 08:30:00,0.695,0.695,0.695,0.695
M026,2026-04-18 09:30:00,0.541,0.541,0.541,0.541
M026,2026-04-11 15:30:00,0.646,0.646,0.646,0.646
M025,2026-04-12 00:30:00,0.252,0.252,0.252,0.252
M025,2026-04-05 01:30:00,0.269,0.269,0.269,0.269
M025,2026-04-05 02:30:00,0.213,0.213,0.213,0.213
M025,2026-04-12 06:30:00,0.884,0.884,0.884,0.884
M025,2026-04-05 08:30:00,0.543,0.543,0.543,0.543
M025,2026-04-12 09:30:00,0.56,0.56,0.56,0.56
M025,2026-04-05 17:30:00,1.095,1.095,1.095,1.095
M025,2026-04-19 17:30:00,0.884,0.884,0.884,0.884
M025,2026-04-05 20:30:00,1.254,1.254,1.254,1.254
M025,2026-04-12 20:30:00,1.35,1.35,1.35,1.35
M025,2026-04-19 21:30:00,0.943,0.943,0.943,0.943
M025,2026-04-19 23:30:00,0.278,0.278,0.278,0.278
M025,2026-04-06 00:30:00,0.248,0.248,0.248,0.248
M025,2026-04-20 00:30:00,0.222,0.222,0.222,0.222
M025,2026-04-20 05:30:00,0.663,0.663,0.663,0.663
M025,2026-04-13 08:30:00,0.598,0.598,0.598,0.598
M025,2026-04-20 09:30:00,0.443,0.443,0.443,0.443
M025,2026-04-06 12:30:00,0.424,0.424,0.424,0.424
M025,2026-04-06 14:30:00,0.51,0.51,0.51,0.51
M025,2026-04-20 14:30:00,0.5,0.5,0.5,0.5
M025,2026-04-06 16:30:00,0.54,0.54,0.54,0.54
